Job name,Company name,Star,Lương,Skills,Job Expertise,Job Domain,Kinh nghiệm,Level,Work at,Work days,Company size,Address,Company industry,Company country,link
[Fresher][Junior] UI/UX Designer,APA Tech,,7 - 13 mil,"UI-UX,English,Design,Agile,Figma",UX/UI Designer,Software Development Outsourcing,,,At office,Monday - Friday,1-50 employees,"K144 Nguyễn Lương Bằng, Hòa Khánh Bắc, Lien Chieu, Da Nang",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/fresher-junior-ui-ux-designer-apa-tech-0530
UI/UX Designer (Figma/ Wireframing/ Prototyping),Yuta Labs,,You'll love it,"UI-UX,Prototyping,Adobe Photoshop,Figma,Wireframing,Design",UX/UI Designer,Game,,,At office,Monday - Friday,1-50 employees,"LK 18, số 2A, ngõ 85 Hạ Đình, Thanh Xuan, Ha Noi",Game,Vietnam,https://itviec.com/it-jobs/ui-ux-designer-figma-wireframing-prototyping-yuta-labs-0016
Game Front-End Developer,CÔNG TY CỔ PHẦN SUNTEK,,"800 - 2,000 USD","Cocos,Games,CSS,TypeScript,JavaScript,HTML5",Game Developer,Game,,,At office,Monday - Friday,1-50 employees,"No.16 Street 5, An Khanh Ward, HCMC, Thu Duc City, Ho Chi Minh",Game,Thailand,https://itviec.com/it-jobs/game-front-end-developer-cong-ty-co-phan-suntek-2346
Senior Frontend Developer ( Android/ ReactJS/ iOS ),CÔNG TY CỔ PHẦN CHỨNG KHOÁN VPS,,You'll love it,"Android,iOS,ReactJS,API,Flutter,Swift",Frontend Developer,Financial Services,,,At office,Monday - Friday,1000+ employees,"65 Cảm Hội, Hai Ba Trung, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/senior-frontend-developer-android-react-cong-ty-co-phan-chung-khoan-vps-5657
DevOps Engineer - Strong AWS (Global Market),VMO Holdings,3.3,"1,500 - 2,200 USD","DevOps,Azure,Database,English,Cloud,AWS",DevOps Engineer,"IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,1000+ employees,"Tầng 8, Tòa IDMC, Số 18 Tôn Thất Thuyết, Cau Giay, Ha Noi",,Vietnam,https://itviec.com/it-jobs/devops-engineer-strong-aws-global-market-vmo-holdings-4753
Scrum Master (Marketplace),Everfit,,You'll love it,"Product Management,Team Management,Agile,English,Project Management",Manager,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"12A, Vietinbank building, 36 Tran Quoc Toan, Da Nang, Hai Chau, Da Nang",Software Products and Web Services,United States,https://itviec.com/it-jobs/scrum-master-marketplace-everfit-4522
Principal Software Architect - Fintech,Trusting Social,4.2,You'll love it,"Software Architecture,Solution Architecture,System Architecture,Design Systems,Python",Software/Technical Architect,Financial Services,,,At office,Monday - Friday,301-500 employees,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",Financial Services,Singapore,https://itviec.com/it-jobs/principal-software-architect-fintech-trusting-social-4949
"Lead Android Engineer (Java, Kotlin)",NAB Innovation Centre Vietnam,4.6,You'll love it,"Android studio,Clean Architecture,MVVM,Java,Kotlin",Mobile Application Developer,"Banking,IT Services and IT Consulting,Financial Services",,,Hybrid,Monday - Friday,1000+ employees,"The Hallmark, 15 Tran Bach Dang, Thu Thiem Ward, Thu Duc City, Ho Chi Minh",Banking,Australia,https://itviec.com/it-jobs/lead-android-engineer-java-kotlin-nab-innovation-centre-vietnam-2720
SQL Developer (Azure Data Factory),Aperia Solutions Vietnam Co Ltd,,"1,500 - 2,600 USD","Microsoft SQL Server,Azure,C#,T-SQL,ETL",Backend Developer,"Software Development Outsourcing,Software Products and Web Services",,,Hybrid,Monday - Friday,151-300 employees,"The Six8 Building: 24-26 Phan Dinh Giot Street, Tan Binh District, HCMC., Tan Binh, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/sql-developer-azure-data-factory-aperia-solutions-vietnam-co-ltd-2801
"Fullstack Developer (NodeJS, Python, Cloud)","Resolve Computing Services Co., Ltd",,15.000.000 - 20.000.000,"NodeJS,HTML,JavaScript,Cloud,PostgreSql,Python",Fullstack Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"Tòa nhà M5 - 91 Nguyễn Chí Thanh, Giảng Võ, Hà Nội, Dong Da, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/fullstack-developer-nodejs-python-cloud-resolve-computing-services-co-ltd-3415
Head of Computer Vision Technology Department,MB Bank,4.9,You'll love it,"Computer Vision,TensorFlow,PyTorch,Machine Learning,AI,Team Management",AI / Machine Learning Engineer,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/head-of-computer-vision-technology-department-mb-bank-4522
Chuyên viên Kiểm thử phần mềm - Manual Tester - Khối Công nghệ thông tin (HO25.418),MBBANK,,Negotiable,"Tester, xCode, Manual Test",,,2 năm,"Junior, Middle",,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-kiem-thu-phan-mem-manual-tester-khoi-cong-nghe-thong-tin-ho25-418-mbbank-2057933?src=topdev_home&medium=superhotjobs
JWAT Training Program (Java/Javascript),"CyberLogitec Vietnam Co., Ltd.",,Negotiable,"Java, JavaScript, PostgreSql",,,Không yêu cầu,"Fresher, Intern",,Fulltime,500-999 Employees,"Quận Tân Bình, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/jwat-training-program-java-javascript-cyberlogitec-vietnam-co-ltd-2057688?src=topdev_home&medium=superhotjobs
Tester (Member/Leader),INFOPLUS,,Up to 25.000.000 VND,"Tester, Automation Tester, Manual Tester",,,3 năm,"Trưởng Nhóm, Middle, Senior",,Fulltime,100-499 Employees,"Quận Nam Từ Liêm, Hà Nội",,,https://topdev.vn/detail-jobs/tester-member-leader-infoplus-2057873?src=topdev_home&medium=superhotjobs
Dotnet/C# Developer,INFOPLUS,,Up to 15.000.000 VND,"C#, .NET, Winform",,,2 năm,"Junior, Middle",,Fulltime,100-499 Employees,"Quận Nam Từ Liêm, Hà Nội",,,https://topdev.vn/detail-jobs/dotnet-c-developer-infoplus-2052982?src=topdev_home&medium=superhotjobs
Salesforce Marketing Cloud Developer,DTN E-COMMERCE SOFTWARE COMPANY LIMITED,,Negotiable,"SQL, Marketing, Cloud",,,3 năm,"Middle, Senior",,Fulltime,25-99 Employees,"Quận Nam Từ Liêm, Hà Nội",,,https://topdev.vn/detail-jobs/salesforce-marketing-cloud-developer-dtn-e-commerce-software-company-limited-2055665?src=topdev_home&medium=superhotjobs
Backend Developer NodeJS,Heligate 2,,700 USD to 1.500 USD,"NodeJS, Back-End, ReactJS",,,3 năm,"Middle, Senior",,Fulltime,25-99 Employees,"Quận Nam Từ Liêm, Hà Nội",,,https://topdev.vn/detail-jobs/backend-developer-nodejs-heligate-2-2052524?src=topdev_home&medium=superhotjobs
DEVOPS ENGINEER,Globaltech,,Negotiable,"Python, DevOps, CI/CD",,,"1 năm, 3 năm","Junior, Middle",,Fulltime,25-99 Employees,"Quận Phú Nhuận, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/devops-engineer-globaltech-2054762?src=topdev_home&medium=superhotjobs
"Head of Development, IT Department, Head Office",Public Bank Vietnam (PBVN),,Up to 2.500 USD,"ASP.NET, C#, Java EE",,,10 năm,"Trưởng phòng, Trưởng Nhóm",,Fulltime,Hơn 1000 Employees,"Quận Hoàn Kiếm, Hà Nội",,,https://topdev.vn/detail-jobs/head-of-development-it-department-head-office-public-bank-vietnam-pbvn-2051922?src=topdev_home&medium=superhotjobs
Chuyên viên Phân tích dữ liệu,BIDV - Trung tâm Dữ liệu và Phân tích,,Negotiable,"Data Analytics, Data Engineer, Data Visualization",,,2 năm,"Junior, Middle",,Fulltime,Hơn 1000 Employees,"Quận Hai Bà Trưng, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-phan-tich-du-lieu-bidv-trung-tam-du-lieu-va-phan-tich-2057605?src=topdev_home&medium=superhotjobs
HO - Khối CNTT - CV/CVC/CVCC Công nghệ Số (AI/ Big Data/ Công Nghệ),NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN LỘC PHÁT VIỆT NAM LPBANK,,Negotiable,"Big Data, Blockchain, AI",,,2 năm,"Junior, Middle",,Fulltime,10.000-19.999 Employees,"Quận Hoàn Kiếm, Hà Nội",,,https://topdev.vn/detail-jobs/ho-khoi-cntt-cv-cvc-cvcc-cong-nghe-so-ai-big-data-cong-nghe-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2057651?src=topdev_home&medium=superhotjobs
Security Engineer,NGÂN HÀNG Á CHÂU (ACB),,Negotiable,"IT Security, Security Engineer, System Security",,,3 năm,Senior,,Fulltime,Hơn 1000 Employees,"Quận 3, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/security-engineer-ngan-hang-a-chau-acb-2057329?src=topdev_home&medium=superhotjobs
MID/SENIOR FRONT END DEVELOPER (Spfx/Reactjs/English),CÔNG TY TNHH BMBSOFT VIỆT NAM,,Up to 45.000.000 VND,"Sharepoint, ReactJS, English",,,4 năm,"Middle, Senior",,Fulltime,25-99 Employees,"Quận Nam Từ Liêm, Hà Nội",,,https://topdev.vn/detail-jobs/mid-senior-front-end-developer-spfx-reactjs-english-cong-ty-tnhh-bmbsoft-viet-nam-2057294?src=topdev_home&medium=superhotjobs
Chuyên viên Cao cấp Kiểm thử tự động - Senior Automation Tester - Khối Công nghệ thông tin (HO25.363),MBBANK,,Negotiable,"Java, JavaScript, Tester",,,3 năm,Senior,,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-cao-cap-kiem-thu-tu-dong-senior-automation-tester-khoi-cong-nghe-thong-tin-ho25-363-mbbank-2052047?src=topdev_home&medium=superhotjobs
"Chuyên viên, Chuyên viên Cao cấp Khoa học Dữ liệu - Data Scientist - Data Scientist - Khối Dữ liệu (HO25.422)",MBBANK,,Negotiable,"Python, Machine Learning, Data Science",,,2 năm,"Junior, Middle",,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-chuyen-vien-cao-cap-khoa-hoc-du-lieu-data-scientist-data-scientist-khoi-du-lieu-ho25-422-mbbank-2057940?src=topdev_home&medium=superhotjobs
Chuyên viên Kiểm thử phần mềm (Tester),Công ty Dịch vụ Số Bưu điện (Vietnam Post Digital),,Negotiable,"Agile, Tester, Automation Tester",,,1 năm,"Junior, Middle, Senior",,Fulltime,Hơn 1000 Employees,"Quận Nam Từ Liêm, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-kiem-thu-phan-mem-tester-cong-ty-dich-vu-so-buu-dien-vietnam-post-digital-2053078?src=topdev_home&medium=superhotjobs
Network Security (Specialist),Shinhan Securities,,Negotiable,"Network, Security Engineer, Cybersecurity",,,"2 năm, 3 năm",Middle,,Fulltime,25-99 Employees,Hồ Chí Minh,,,https://topdev.vn/detail-jobs/network-security-specialist-shinhan-securities-2055224?src=topdev_home&medium=superhotjobs
Nhân Viên Xử Lý Dữ Liệu Hình Ảnh AI - Không Yêu Cầu Kinh Nghiệm,CÔNG TY TNHH ALCHERA VIỆT NAM,,From 6.000.000 VND,AI,,,,"Fresher, Intern, Junior, Middle, Senior",,Fulltime,100-499 Employees,"Quận Bình Thạnh, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/nhan-vien-xu-ly-du-lieu-hinh-anh-ai-khong-yeu-cau-kinh-nghiem-cong-ty-tnhh-alchera-viet-nam-2055910?src=topdev_home&medium=superhotjobs
Java Backend Developer,CATHAY UNITED BANK - HO CHI MINH CITY BRANCH,,Negotiable,"Oracle, Java, MVC",,,3 năm,"Middle, Senior",,Fulltime,100-499 Employees,"Quận 1, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/java-backend-developer-cathay-united-bank-ho-chi-minh-city-branch-2055420?src=topdev_home&medium=superhotjobs
Chuyên viên Quản trị Cơ sở dữ liệu - Database Administrator  - Khối Công nghệ thông tin (HO25.388),MBBANK,,Negotiable,"Linux, Oracle, MS SQL",,,Không yêu cầu,"Fresher, Junior",,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-quan-tri-co-so-du-lieu-database-administrator-khoi-cong-nghe-thong-tin-ho25-388-mbbank-2054485?src=topdev_home&medium=superhotjobs
IT Helpdesk Support,CÔNG TY TNHH TECHDATA VINA,,8.000.000 VND to 12.000.000 VND,"IT Helpdesk, IT Support, Network",,,1 năm,Junior,,Fulltime,25-99 Employees,"Quận 7, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/it-helpdesk-support-cong-ty-tnhh-techdata-vina-2057965?src=topdev_home&medium=superhotjobs
Khối CNTT - Solution Architect,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN LỘC PHÁT VIỆT NAM LPBANK,,Negotiable,"SQL, AWS, Cloud",,,3 năm,"Middle, Senior",,Fulltime,10.000-19.999 Employees,"Quận Hoàn Kiếm, Hà Nội",,,https://topdev.vn/detail-jobs/khoi-cntt-solution-architect-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2057653?src=topdev_home&medium=superhotjobs
Backend Developer - Software Engineer,CÔNG TY TNHH NEXDOR VIỆT NAM,,Negotiable,"NodeJS, REST API, Golang",,,5 năm,Senior,,Fulltime,25-99 Employees,"Quận 1, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/backend-developer-software-engineer-cong-ty-tnhh-nexdor-viet-nam-2052322?src=topdev_home&medium=superhotjobs
"Software Engineer (Text Processing, Search Engine)",IJB (Injungbo),,1.200 USD to 2.000 USD,"Java, Python, C/C++",,,2 năm,"Trưởng Nhóm, Middle, Senior",,Fulltime,25-99 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/software-engineer-text-processing-search-engine-ijb-injungbo-2052994?src=topdev_home&medium=superhotjobs
"Backend Developer (Java, Node.JS)",Blue Dragon Communications,,18.000.000 VND to 30.000.000 VND,"Java, MySQL, NodeJS",,,3 năm,"Middle, Senior",,Fulltime,25-99 Employees,"Thành phố Thủ Đức, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/backend-developer-java-node-js-blue-dragon-communications-2057596?src=topdev_home&medium=superhotjobs
Business Analyst Supervisor,Shinhan Vietnam Finance Company Limited,,Negotiable,"SQL, Database, Business Analyst",,,4 năm,"Trưởng Nhóm, Senior",,Fulltime,Hơn 1000 Employees,"Thành phố Thủ Đức, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/business-analyst-supervisor-shinhan-vietnam-finance-company-limited-2052926?src=topdev_home&medium=superhotjobs
"Technical Leader (PHP/Laravel, NodeJS, my SQL)",CÔNG TY CỔ PHẦN DAYONE ASIA,,Negotiable,"PHP, MySQL, NodeJS",,,3 năm,Trưởng Nhóm,,Fulltime,100-499 Employees,Hồ Chí Minh,,,https://topdev.vn/detail-jobs/technical-leader-php-laravel-nodejs-my-sql-cong-ty-co-phan-dayone-asia-2057918?src=topdev_home&medium=superhotjobs
Junior/Fresher ReactJS Developer,Euroland Asia,,Negotiable,"JavaScript, Front-End, ReactJS",,,Không yêu cầu,"Fresher, Junior",,Fulltime,100-499 Employees,"Quận Đống Đa, Hà Nội",,,https://topdev.vn/detail-jobs/junior-fresher-reactjs-developer-euroland-asia-2056038?src=topdev_home&medium=superhotjobs
Fresher/Junior Software Developer,Salmon Digital Marketing CRM ERP Pte. Ltd.,,Negotiable,"JavaScript, Python, NodeJS",,,"06 tháng, 2 năm","Fresher, Junior",,Fulltime,10-24 Employees,Remote,,,https://topdev.vn/detail-jobs/fresher-junior-software-developer-salmon-digital-marketing-crm-erp-pte-ltd-2053832?src=topdev_home&medium=superhotjobs
UI/UX Designer (ERP & Mobile App),CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ XBOSS,,Negotiable,"UX/UI Design, ERP, UI/UX",,,2 năm,"Junior, Middle, Senior",,Fulltime,25-99 Employees,"Quận 1, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/ui-ux-designer-erp-mobile-app-cong-ty-tnhh-giai-phap-cong-nghe-xboss-2055684?src=topdev_home&medium=superhotjobs
Chuyên viên Kiến trúc dữ liệu,BIDV - Trung tâm Dữ liệu và Phân tích,,Negotiable,"Data Analytics, Data Visualization, Data Architecture",,,3 năm,"Middle, Senior",,Fulltime,Hơn 1000 Employees,"Quận Hai Bà Trưng, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-kien-truc-du-lieu-bidv-trung-tam-du-lieu-va-phan-tich-2057606?src=topdev_home&medium=superhotjobs
Frontend Developer,CÔNG TY TNHH T2 SOFT,,12.000.000 VND to 20.000.000 VND,"JavaScript, React, TypeScript",,,3 năm,"Middle, Senior",,Fulltime,Employees,Hà Nội,,,https://topdev.vn/detail-jobs/frontend-developer-cong-ty-tnhh-t2-soft-2052374?src=topdev_home&medium=superhotjobs
TESTER,CÔNG TY CỔ PHẦN CÔNG NGHỆ TÀI CHÍNH SỐ,,Negotiable,"Tester, API, Manual Test",,,2 năm,"Junior, Middle",,Fulltime,Employees,Hà Nội,,,https://topdev.vn/detail-jobs/tester-cong-ty-co-phan-cong-nghe-tai-chinh-so-2052203?src=topdev_home&medium=superhotjobs
BACK-END DEVELOPER  (MIDDLE AND SENIOR),DataStreams Asia,,Negotiable,"Java, C#, Python",,,"4 năm, 6 năm","Middle, Senior",,Fulltime,100-499 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/back-end-developer-middle-and-senior-datastreams-asia-2052420?src=topdev_home&medium=superhotjobs
"DATA SCIENTIST (MID/SENIOR - KỸ SƯ KHOA HỌC DỮ LIỆU, HCM)",Công ty Cổ phần Viễn thông FPT (FPT Telecom),,Negotiable,"SQL, Python, NoSQL",,,3 năm,"Middle, Senior",,Fulltime,10.000-19.999 Employees,"Quận 7, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/data-scientist-mid-senior-ky-su-khoa-hoc-du-lieu-hcm-cong-ty-co-phan-vien-thong-fpt-fpt-telecom-2056970?src=topdev_home&medium=superhotjobs
ERP Technical Leader,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ XBOSS,,Up to 45.000.000 VND,"Python, Odoo, Technical Leader",,,5 năm,"Trưởng Nhóm, Senior",,Fulltime,25-99 Employees,"Quận 1, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/erp-technical-leader-cong-ty-tnhh-giai-phap-cong-nghe-xboss-2054637?src=topdev_home&medium=superhotjobs
Embedded Software Engineer,"Motorola Solutions, VietNam R&D Center",,Negotiable,"Linux, C/C++, Embedded Engineer",,,"1 năm, 5 năm","Junior, Middle, Senior",,Fulltime,Hơn 1000 Employees,"Thành phố Thủ Đức, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/embedded-software-engineer-motorola-solutions-vietnam-r-d-center-2055372?src=topdev_home&medium=superhotjobs
Frontend Leader/ Principal Engineer (ReactJS/TypeScript),NEC Vietnam,,Negotiable,"ReactJS, VueJS, Angular",,,10 năm,"Trưởng phòng, Trưởng Nhóm",,Fulltime,100-499 Employees,Hồ Chí Minh - Hà Nội,,,https://topdev.vn/detail-jobs/frontend-leader-principal-engineer-reactjs-typescript-nec-vietnam-2058150?src=topdev_home&medium=superhotjobs
JAVA FRONTEND SOFTWARE ENGINEER,LAK SOLUTIONS,,Up to 20.000.000 VND,"Java, JavaScript, HTML",,,1 năm,"Junior, Middle",,Fulltime,25-99 Employees,"Quận 11, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/java-frontend-software-engineer-lak-solutions-2058063?src=topdev_home&medium=superhotjobs
Frontend Developer (ReactJS),Blue Dragon Communications,,18.000.000 VND to 23.000.000 VND,"JavaScript, Front-End, ReactJS",,,5 năm,Senior,,Fulltime,25-99 Employees,"Thành phố Thủ Đức, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/frontend-developer-reactjs-blue-dragon-communications-2055547?src=topdev_home&medium=superhotjobs
BACK-END DEVELOPER,Công ty Đấu giá Hợp danh Việt Nam,,25.000.000 VND to 40.000.000 VND,"ASP.NET, C#, Software Developer",,,3 năm,"Middle, Senior",,Fulltime,100-499 Employees,"Quận Thanh Xuân, Hà Nội",,,https://topdev.vn/detail-jobs/back-end-developer-cong-ty-dau-gia-hop-danh-viet-nam-2052527?src=topdev_home&medium=superhotjobs
Prompt LLM/NLP AI ENGINEER Fresher,Shinhan Securities,,Negotiable,"Python, NLP, AI",,,1 năm,Fresher,,Fulltime,25-99 Employees,Hồ Chí Minh,,,https://topdev.vn/detail-jobs/prompt-llm-nlp-ai-engineer-fresher-shinhan-securities-2057033?src=topdev_home&medium=superhotjobs
Chuyên viên Quản trị dữ liệu,BIDV - Trung tâm Dữ liệu và Phân tích,,Negotiable,"Data Engineer, Database Administrator",,,2 năm,"Junior, Middle",,Fulltime,Hơn 1000 Employees,"Quận Hai Bà Trưng, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-quan-tri-du-lieu-bidv-trung-tam-du-lieu-va-phan-tich-2057607?src=topdev_home&medium=superhotjobs
[Intern] Full Stack Developer,CÔNG TY TNHH EMCT,,Negotiable,"C#, .NET, Full-Stack",,,Không yêu cầu,Intern,,Fulltime,10-24 Employees,"Quận 4, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/intern-full-stack-developer-cong-ty-tnhh-emct-2056160?src=topdev_home&medium=superhotjobs
Backend Developer (Java),BURNING BROS,,Up to 45.000.000 VND,"Java, SQL, Back-End",,,1 năm,"Junior, Middle, Senior",,Fulltime,10-24 Employees,"Thành phố Thủ Đức, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/backend-developer-java-burning-bros-2055556?src=topdev_home&medium=superhotjobs
FRONT-END DEVELOPER (NEXTJS),CÔNG TY TNHH HIVELAB VINA,,Negotiable,"ReactJS, Restful Api, NextJS",,,"3 năm, 5 năm","Junior, Middle, Senior",,Fulltime,Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/front-end-developer-nextjs-cong-ty-tnhh-hivelab-vina-2055728?src=topdev_home&medium=superhotjobs
CHUYÊN VIÊN KIỂM THỬ PHẦN MỀM (TESTER/QC - HCM),Công ty Cổ phần Viễn thông FPT (FPT Telecom),,20.000.000 VND to 35.000.000 VND,"QC, Tester, API",,,2 năm,"Junior, Middle, Senior",,Fulltime,10.000-19.999 Employees,Hồ Chí Minh,,,https://topdev.vn/detail-jobs/chuyen-vien-kiem-thu-phan-mem-tester-qc-hcm-cong-ty-co-phan-vien-thong-fpt-fpt-telecom-2056996?src=topdev_home&medium=superhotjobs
Chuyên viên Kiểm soát tác động - Quality Assurance (QA) - Khối Công nghệ thông tin (HO25.374),MBBANK,,Negotiable,"QA, MS Office, audit",,,1 năm,"Junior, Middle, Senior",,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-kiem-soat-tac-dong-quality-assurance-qa-khoi-cong-nghe-thong-tin-ho25-374-mbbank-2051507?src=topdev_home&medium=superhotjobs
Data Analyst (Chuyên gia phân tích dữ liệu),CÔNG TY CỔ PHẦN CHỨNG KHOÁN VPBANK,,Negotiable,"Oracle, SQL, Data Analyst",,,5 năm,Senior,,Fulltime,100-499 Employees,"Quận Đống Đa, Hà Nội",,,https://topdev.vn/detail-jobs/data-analyst-chuyen-gia-phan-tich-du-lieu-cong-ty-co-phan-chung-khoan-vpbank-2055019?src=topdev_home&medium=superhotjobs
Mid - Senior Mobile App,CÔNG TY CỔ PHẦN IZOTA,,Negotiable,"UX/UI Design, React Native, Flutter",,,3 năm,"Middle, Senior",,Fulltime,Employees,Hồ Chí Minh,,,https://topdev.vn/detail-jobs/mid-senior-mobile-app-cong-ty-co-phan-izota-2051504?src=topdev_home&medium=superhotjobs
Kỹ Sư Cầu Nối Tiếng Nhật (BrSE) - Up to 3000$,CÔNG TY TNHH NGUYỄN AN NAM,,Up to 3.000 USD,"Agile, Project Manager, Mobile",,,5 năm,Senior,,Fulltime,Employees,Hà Nội - Hồ Chí Minh,,,https://topdev.vn/detail-jobs/ky-su-cau-noi-tieng-nhat-brse-up-to-3000-cong-ty-tnhh-nguyen-an-nam-2055676?src=topdev_home&medium=superhotjobs
Chuyên viên Phân tích và thiết kế Mô hình dữ liệu - Data Analyst - Khối Dữ liệu (HO25.427),MBBANK,,Negotiable,"Oracle, SQL, Database",,,2 năm,"Junior, Middle",,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-phan-tich-va-thiet-ke-mo-hinh-du-lieu-data-analyst-khoi-du-lieu-ho25-427-mbbank-2057950?src=topdev_home&medium=superhotjobs
HO - Khối CNTT - CV/CVC/CVCC Phát triển ứng dụng,NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN LỘC PHÁT VIỆT NAM LPBANK,,Negotiable,"Oracle, Java, SQL",,,3 năm,"Middle, Senior",,Fulltime,10.000-19.999 Employees,"Quận Hoàn Kiếm, Hà Nội",,,https://topdev.vn/detail-jobs/ho-khoi-cntt-cv-cvc-cvcc-phat-trien-ung-dung-ngan-hang-thuong-mai-co-phan-loc-phat-viet-nam-lpbank-2056047?src=topdev_home&medium=superhotjobs
Business Analyst (JLPT N2),CÔNG TY TNHH NGUYỄN AN NAM,,Negotiable,"Japanese - N2, IT Consultant, Business Analyst",,,2 năm,"Junior, Middle",,Fulltime,Employees,Hồ Chí Minh,,,https://topdev.vn/detail-jobs/business-analyst-jlpt-n2-cong-ty-tnhh-nguyen-an-nam-2056988?src=topdev_home&medium=superhotjobs
DevOps Engineer,Mirae Asset Finance Company (Vietnam),,Negotiable,"Java, Python, DevOps",,,2 năm,"Junior, Middle, Senior",,Fulltime,5.000-9.999 Employees,"Quận 1, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/devops-engineer-mirae-asset-finance-company-vietnam-2057546?src=topdev_home&medium=superhotjobs
Chuyên viên cao cấp vận hành mạng (Network Admin),CÔNG TY CỔ PHẦN CHỨNG KHOÁN VPBANK,,Negotiable,"Cloud, Network, Security Engineer",,,2 năm,"Middle, Senior",,Fulltime,100-499 Employees,"Quận Đống Đa, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-cao-cap-van-hanh-mang-network-admin-cong-ty-co-phan-chung-khoan-vpbank-2054210?src=topdev_home&medium=superhotjobs
Chuyên viên Quản lý An ninh thông tin – Chính sách và Tuân thủ (GRC) (Cấp 1–3),Trung tâm Công nghệ thông tin BIDV,,Negotiable,"IT Security, Security Engineer, Cybersecurity",,,1 năm,"Junior, Middle, Senior",,Fulltime,Hơn 1000 Employees,"Quận Cầu Giấy, Hà Nội",,,https://topdev.vn/detail-jobs/chuyen-vien-quan-ly-an-ninh-thong-tin-chinh-sach-va-tuan-thu-grc-cap-1-3-trung-tam-cong-nghe-thong-tin-bidv-2052547?src=topdev_home&medium=superhotjobs
[Fresher/Junior] Full Stack Developer,CÔNG TY TNHH EMCT,,Negotiable,"C#, .NET, Full-Stack",,,Không yêu cầu,"Fresher, Junior",,Fulltime,10-24 Employees,"Quận 4, Hồ Chí Minh",,,https://topdev.vn/detail-jobs/fresher-junior-full-stack-developer-cong-ty-tnhh-emct-2056158?src=topdev_home&medium=superhotjobs
